key,date,value
2015-04-13,16,0.68074376344086
2015-04-13,17,0.580702351903435
2015-04-13,18,0.266542728199321
2015-04-13,19,0.0556974668789809
2015-04-13,20,0.0701665657051282
2015-04-13,21,0.13074696670247
2015-04-13,22,0.0408738693069307
2015-04-14,08,0.0112789320843092
2015-04-14,09,0.0560043638601674
2015-04-14,10,0.014503977676016
2015-04-14,11,0.232064495348837
2015-04-14,12,0.457799135388739
2015-04-14,13,0.391159696259073
2015-04-14,14,0.285108789567279
2015-04-14,15,0.196482157223796
2015-05-01,14,0.502417540963855
2015-05-01,15,0.100826412197232
2015-05-01,16,0.0270561736020804
2015-05-01,17,0.197817195970696
2015-05-01,18,0.125337547169812
2015-05-01,19,0.235281296069869
2015-05-01,20,0.456201979591837
2015-05-01,21,0.042474041926851
2015-05-01,22,0.391693503884572
2015-05-01,23,0.630044296623794
2015-05-02,00,0.775900735663081
2015-05-02,01,0.578252911051214
2015-05-02,02,0.280913233816015
2015-05-02,03,0.0170906665143901
2015-05-02,04,0.00403542229145032
2015-05-02,05,0.00729086312399356
2015-05-02,06,0.0391858406304729
2015-05-02,07,0.0331123146689997
2015-05-02,08,0.149266484106802
2015-05-02,09,0.0733174625689518
2015-05-02,10,0.0436715792259342
2015-05-02,11,0.205694814901048
2015-05-02,12,0.282580058461539
2015-05-02,13,0.706401079207921
2015-05-02,14,0.497585611111112
2015-05-02,15,0.162122803921569
2015-05-02,16,0.369491553877551
2015-05-02,17,0.199781463629684
2015-05-02,18,0.559109201583435
2015-05-02,19,0.293693643638851
2015-05-02,20,0.0732241435954228
2015-05-02,21,0.0751556152758134
2015-05-02,22,0.329047661654135
2015-05-03,17,0.0423664978826377
2015-05-03,18,0.191718687323944
2015-05-03,19,0.10486456336261
2015-05-03,20,0.0951449829984544
2015-05-03,21,0.14643841626564
2015-05-03,22,0.193307233333333
2015-05-03,23,0.176084711409396
2015-05-04,00,0.455867535135135
2015-05-04,02,0.0994671104651162
2015-05-04,03,0.0195397804878049
2015-05-04,08,0.165012228496959
2015-05-04,09,0.114303232484076
2015-05-04,10,0.257595678800856
