key,date,value
2014-09-15,08,0.0139866214953271
2014-09-15,09,0.0768854999999997
2014-09-15,10,0.222287041150223
2014-09-15,11,0.0598396027736503
2014-09-15,12,0.0337436503683858
2014-09-15,13,0.0576230042816365
2014-09-15,14,0.0808307857142856
2014-09-16,08,0.044239667826087
2014-09-16,09,0.0572386537279016
2014-09-16,10,0.0771538824160114
2014-09-16,11,0.0906449367749418
2014-09-16,12,0.179962896311066
2014-09-16,13,0.107317068965517
2014-09-16,14,0.0945908863287251
2014-09-17,08,0.00591009653647752
2014-09-17,09,0.0487915019577132
2014-09-17,10,0.0284555991531405
2014-09-17,11,0.0327309846153846
2014-09-17,12,0.00242875
2014-09-17,13,0.000522279220779222
2014-09-17,14,0.0643985888689409
